# SYNTHETIC FIXTURE DATA - invented for pipeline testing. Not real filings, people, securities or prices.
filer_name,chamber,owner_code,trade_date,disclosure_date,ticker,asset_name,asset_type_hint,transaction_type,amount_range_text,sector,source,source_url
Synthetic Member Echo,house,SELF,2020-04-29,2020-06-25,ZZEE,[SYNTHETIC] ZZEE Common Stock,Stock,Purchase,"$15,001 - $50,000",health_care,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,DC,2020-05-21,2020-06-29,ZZBB,[SYNTHETIC] ZZBB Put Options,Options,Purchase,"$100,001 - $250,000",defense,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,DC,2020-07-08,2020-08-19,ZZBB,[SYNTHETIC] ZZBB Common Stock,Stock,Sale (Full),"$1,001 - $15,000",defense,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2020-09-21,2021-05-24,ZZFF,[SYNTHETIC] ZZFF Common Stock,Stock,Purchase,"$15,001 - $50,000",gold_mining,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SP,2020-09-25,2020-11-20,ZZJJ,[SYNTHETIC] ZZJJ Exchange Traded Fund,ETF,Sale (Partial),"$50,001 - $100,000",real_estate,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SP,2021-01-07,2021-05-03,ZZHH,[SYNTHETIC] ZZHH Common Stock,Stock,Purchase,"$500,001 - $1,000,000",utilities,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2021-02-12,2021-03-01,ZZDD,[SYNTHETIC] ZZDD Common Stock,Stock,Purchase,"$15,001 - $50,000",financials,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2021-03-26,2021-04-07,ZZFF,[SYNTHETIC] ZZFF Common Stock,Stock,Sale (Full),"$1,001 - $15,000",gold_mining,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2021-04-06,2021-05-17,ZZCC,[SYNTHETIC] ZZCC Call Options,Options,Purchase,"$1,001 - $15,000",technology,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2021-04-15,2021-05-25,ZZBB,[SYNTHETIC] ZZBB Common Stock - short sale,Stock,Sale,"$100,001 - $250,000",defense,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SP,2021-07-09,2021-08-27,ZZJJ,[SYNTHETIC] ZZJJ Common Stock,Stock,Sale (Full),"$500,001 - $1,000,000",real_estate,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SP,2021-10-01,2022-06-03,ZZJJ,[SYNTHETIC] ZZJJ Common Stock,Stock,Purchase,"$250,001 - $500,000",real_estate,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SP,2021-10-12,2022-11-11,ZZJJ,[SYNTHETIC] ZZJJ Common Stock - short sale,Stock,Sale,"$250,001 - $500,000",real_estate,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2021-11-03,2021-12-07,ZZDD,[SYNTHETIC] ZZDD Common Stock,Stock,Purchase,"$15,001 - $50,000",financials,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SP,2021-11-08,2021-11-12,ZZII,[SYNTHETIC] ZZII Common Stock,Stock,Purchase,"$1,001 - $15,000",consumer_discretionary,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2021-11-19,2021-12-06,ZZCC,[SYNTHETIC] ZZCC Exchange Traded Fund,ETF,Purchase,"$15,001 - $50,000",technology,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2021-11-26,2022-01-10,ZZFF,[SYNTHETIC] ZZFF Common Stock,Stock,Purchase,"$50,001 - $100,000",gold_mining,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2022-01-11,2022-01-20,ZZGG,[SYNTHETIC] ZZGG Call Options,Options,Sale (Full),"$15,001 - $50,000",semiconductors,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2022-01-14,2022-03-10,ZZAA,[SYNTHETIC] ZZAA Common Stock - short sale,Stock,Sale,"$15,001 - $50,000",energy,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,JT,2022-03-04,2022-04-06,ZZGG,[SYNTHETIC] ZZGG Common Stock,Stock,Sale (Full),"$1,000,001 - $5,000,000",semiconductors,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2022-04-05,2022-05-16,ZZJJ,[SYNTHETIC] ZZJJ Put Options,Options,Purchase,"$15,001 - $50,000",real_estate,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SP,2022-04-25,2022-05-06,ZZAA,[SYNTHETIC] ZZAA Exchange Traded Fund,ETF,Purchase,"over $50,000,000",energy,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,DC,2022-05-10,2022-06-17,ZZBB,[SYNTHETIC] ZZBB Common Stock,Stock,Purchase,"$50,001 - $100,000",defense,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SP,2022-06-20,2022-08-19,ZZAA,[SYNTHETIC] ZZAA Common Stock,Stock,Sale (Full),"$1,001 - $15,000",energy,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2022-06-22,2022-06-27,ZZCC,[SYNTHETIC] ZZCC Common Stock,Stock,Sale (Full),"$1,001 - $15,000",technology,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2022-07-04,2022-08-01,ZZCC,[SYNTHETIC] ZZCC Common Stock - short sale,Stock,Sale,"$1,001 - $15,000",technology,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,DC,2022-07-18,2022-08-29,ZZBB,[SYNTHETIC] ZZBB Common Stock,Stock,Purchase,"$1,001 - $15,000",defense,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2022-07-26,2023-04-27,ZZFF,[SYNTHETIC] ZZFF Common Stock,Stock,Purchase,"$15,001 - $50,000",gold_mining,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,JT,2022-10-03,2022-11-23,ZZDD,[SYNTHETIC] ZZDD Call Options,Options,Purchase,"$100,001 - $250,000",financials,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,DC,2022-12-30,2023-02-21,ZZBB,[SYNTHETIC] ZZBB Common Stock,Stock,Purchase,"$15,001 - $50,000",defense,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SP,2023-01-06,2023-03-08,ZZHH,[SYNTHETIC] ZZHH Common Stock,Stock,Sale (Partial),"$50,001 - $100,000",utilities,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,JT,2023-01-26,2023-02-15,ZZGG,[SYNTHETIC] ZZGG Exchange Traded Fund,ETF,Purchase,"$1,001 - $15,000",semiconductors,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SP,2023-02-27,2023-03-30,ZZHH,[SYNTHETIC] ZZHH Common Stock,Stock,Purchase,"$1,001 - $15,000",utilities,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2023-03-09,2023-07-07,ZZEE,[SYNTHETIC] ZZEE Common Stock,Stock,Purchase,"$1,001 - $15,000",health_care,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,JT,2023-04-18,2023-04-24,ZZGG,[SYNTHETIC] ZZGG Common Stock,Stock,Sale (Full),"$1,001 - $15,000",semiconductors,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,JT,2023-06-06,2023-07-24,ZZGG,[SYNTHETIC] ZZGG Common Stock,Stock,Purchase,"$250,001 - $500,000",semiconductors,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SP,2023-06-26,2023-07-18,ZZHH,[SYNTHETIC] ZZHH Common Stock,Stock,Purchase,"$50,001 - $100,000",utilities,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SP,2023-07-17,2023-08-29,ZZJJ,[SYNTHETIC] ZZJJ Common Stock,Stock,Sale (Full),"$100,001 - $250,000",real_estate,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2023-08-07,2023-12-14,ZZFF,[SYNTHETIC] ZZFF Common Stock,Stock,Sale (Full),"$1,001 - $15,000",gold_mining,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2023-08-15,2023-09-06,ZZCC,[SYNTHETIC] ZZCC Exchange Traded Fund,ETF,Purchase,"$1,001 - $15,000",technology,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2023-08-23,2023-09-26,ZZEE,[SYNTHETIC] ZZEE Common Stock,Stock,Purchase,"$50,001 - $100,000",health_care,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,DC,2023-09-04,2023-11-01,ZZBB,[SYNTHETIC] ZZBB Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",defense,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2023-09-26,2023-10-26,ZZGG,[SYNTHETIC] ZZGG Call Options,Options,Purchase,"$1,001 - $15,000",semiconductors,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SP,2023-10-05,2024-03-18,ZZHH,[SYNTHETIC] ZZHH Exchange Traded Fund,ETF,Sale (Full),"$50,001 - $100,000",utilities,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,DC,2023-10-19,2023-12-08,ZZBB,[SYNTHETIC] ZZBB Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",defense,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2023-10-20,2023-11-02,ZZDD,[SYNTHETIC] ZZDD Exchange Traded Fund,ETF,Sale (Full),"$15,001 - $50,000",financials,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2023-11-06,2023-11-24,ZZFF,[SYNTHETIC] ZZFF Common Stock,Stock,Sale (Full),"$50,001 - $100,000",gold_mining,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SP,2024-02-07,2024-02-20,ZZFF,[SYNTHETIC] ZZFF Put Options,Options,Purchase,"$50,001 - $100,000",gold_mining,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,JT,2024-04-05,2024-10-29,ZZGG,[SYNTHETIC] ZZGG Common Stock,Stock,Purchase,"$15,001 - $50,000",semiconductors,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SP,2024-04-12,2024-05-03,ZZHH,[SYNTHETIC] ZZHH Common Stock,Stock,Purchase,"$1,001 - $15,000",utilities,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SP,2024-04-17,2024-06-13,ZZHH,[SYNTHETIC] ZZHH Exchange Traded Fund,ETF,Purchase,"$50,001 - $100,000",utilities,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2024-05-31,2024-08-01,ZZEE,[SYNTHETIC] ZZEE Exchange Traded Fund,ETF,Purchase,"$15,001 - $50,000",health_care,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2024-06-06,2024-06-20,ZZDD,[SYNTHETIC] ZZDD Common Stock,Stock,Purchase,"$250,001 - $500,000",financials,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SP,2024-06-10,2024-08-08,ZZII,[SYNTHETIC] ZZII Common Stock,Stock,Purchase,"$1,001 - $15,000",consumer_discretionary,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SP,2024-06-11,2024-08-02,ZZJJ,[SYNTHETIC] ZZJJ Common Stock,Stock,Purchase,"$1,001 - $15,000",real_estate,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2024-06-12,2024-07-24,ZZDD,[SYNTHETIC] ZZDD Common Stock,Stock,Sale (Partial),"$50,001 - $100,000",financials,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2024-06-21,2024-08-16,ZZEE,[SYNTHETIC] ZZEE Common Stock,Stock,Sale (Full),"$15,001 - $50,000",health_care,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,JT,2024-07-01,2024-08-14,ZZGG,[SYNTHETIC] ZZGG Common Stock,Stock,Purchase,"$1,001 - $15,000",semiconductors,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,DC,2024-08-01,2024-09-20,ZZBB,[SYNTHETIC] ZZBB Exchange Traded Fund,ETF,Sale (Full),"$50,001 - $100,000",defense,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Echo,house,SELF,2024-11-01,2024-11-25,ZZBB,[SYNTHETIC] ZZBB Common Stock - short sale,Stock,Sale,"$1,001 - $15,000",defense,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,JT,2019-05-31,2020-02-17,ZZAA,[SYNTHETIC] ZZAA Call Options,Options,Purchase,"$1,001 - $15,000",energy,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SP,2019-06-18,2019-07-02,ZZDD,[SYNTHETIC] ZZDD Common Stock - short sale,Stock,Sale,"$50,001 - $100,000",financials,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,JT,2019-07-22,2019-10-15,ZZII,[SYNTHETIC] ZZII Common Stock,Stock,Purchase,"$15,001 - $50,000",consumer_discretionary,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,JT,2019-08-13,2019-08-27,ZZCC,[SYNTHETIC] ZZCC Put Options,Options,Purchase,"$1,001 - $15,000",technology,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SELF,2019-09-26,2019-11-18,ZZHH,[SYNTHETIC] ZZHH Call Options,Options,Purchase,"$15,001 - $50,000",utilities,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SELF,2020-06-23,2020-07-01,ZZGG,[SYNTHETIC] ZZGG Exchange Traded Fund,ETF,Purchase,"$15,001 - $50,000",semiconductors,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SELF,2020-08-17,2020-10-01,ZZBB,[SYNTHETIC] ZZBB Call Options,Options,Purchase,"$250,001 - $500,000",defense,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SP,2020-08-20,2020-09-07,ZZJJ,[SYNTHETIC] ZZJJ Common Stock,Stock,Purchase,"$1,001 - $15,000",real_estate,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SELF,2020-10-30,2021-04-06,ZZCC,[SYNTHETIC] ZZCC Common Stock - short sale,Stock,Sale,"$15,001 - $50,000",technology,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SELF,2020-11-16,2020-11-27,ZZAA,[SYNTHETIC] ZZAA Common Stock,Stock,Purchase,"$1,001 - $15,000",energy,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SELF,2021-02-15,2021-02-26,ZZAA,[SYNTHETIC] ZZAA Common Stock,Stock,Sale (Full),"$1,001 - $15,000",energy,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SP,2021-05-18,2021-05-21,ZZCC,[SYNTHETIC] ZZCC Common Stock,Stock,Purchase,"$250,001 - $500,000",technology,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SELF,2021-06-01,2021-06-17,ZZJJ,[SYNTHETIC] ZZJJ Call Options,Options,Purchase,"$250,001 - $500,000",real_estate,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SP,2021-07-22,2021-09-13,ZZHH,[SYNTHETIC] ZZHH Common Stock,Stock,Purchase,"$1,001 - $15,000",utilities,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,DC,2021-08-10,2021-10-01,ZZGG,[SYNTHETIC] ZZGG Put Options,Options,Purchase,"$250,001 - $500,000",semiconductors,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SELF,2021-10-22,2021-11-02,ZZDD,[SYNTHETIC] ZZDD Common Stock,Stock,Purchase,"$1,001 - $15,000",financials,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,JT,2022-01-24,2022-03-04,ZZBB,[SYNTHETIC] ZZBB Common Stock,Stock,Sale (Full),"$1,001 - $15,000",defense,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,JT,2022-04-11,2022-10-26,ZZII,[SYNTHETIC] ZZII Exchange Traded Fund,ETF,Sale (Partial),"$15,001 - $50,000",consumer_discretionary,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SP,2022-05-05,2022-06-28,ZZCC,[SYNTHETIC] ZZCC Common Stock,Stock,Sale (Full),"$1,000,001 - $5,000,000",technology,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SP,2022-06-20,2022-08-11,ZZDD,[SYNTHETIC] ZZDD Common Stock - short sale,Stock,Purchase,"$15,001 - $50,000",financials,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SP,2022-07-18,2022-08-31,ZZFF,[SYNTHETIC] ZZFF Common Stock,Stock,Purchase,"$1,001 - $15,000",gold_mining,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SP,2022-08-09,2022-08-22,ZZFF,[SYNTHETIC] ZZFF Exchange Traded Fund,ETF,Purchase,"$50,001 - $100,000",gold_mining,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SELF,2023-01-20,2023-05-30,ZZAA,[SYNTHETIC] ZZAA Common Stock,Stock,Purchase,"$1,001 - $15,000",energy,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SELF,2023-03-27,2023-05-26,ZZEE,[SYNTHETIC] ZZEE Common Stock,Stock,Purchase,"$15,001 - $50,000",health_care,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SP,2023-05-23,2023-07-20,ZZHH,[SYNTHETIC] ZZHH Common Stock,Stock,Sale (Full),"$100,001 - $250,000",utilities,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SP,2023-06-08,2023-08-09,ZZHH,[SYNTHETIC] ZZHH Common Stock,Stock,Purchase,"$1,001 - $15,000",utilities,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SP,2023-08-17,2023-10-13,ZZBB,[SYNTHETIC] ZZBB Common Stock - short sale,Stock,Sale,"$1,001 - $15,000",defense,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SELF,2023-09-05,2023-10-06,ZZDD,[SYNTHETIC] ZZDD Common Stock,Stock,Purchase,"$1,001 - $15,000",financials,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,JT,2023-10-26,2023-11-29,ZZFF,[SYNTHETIC] ZZFF Call Options,Options,Purchase,"$1,001 - $15,000",gold_mining,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SELF,2023-11-24,2023-11-29,ZZEE,[SYNTHETIC] ZZEE Common Stock,Stock,Sale (Partial),"$1,000,001 - $5,000,000",health_care,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SELF,2024-01-05,2024-01-22,ZZAA,[SYNTHETIC] ZZAA Common Stock,Stock,Sale (Full),"$1,001 - $15,000",energy,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SELF,2024-02-09,2024-03-19,ZZAA,[SYNTHETIC] ZZAA Common Stock,Stock,Purchase,"over $50,000,000",energy,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,JT,2024-02-13,2024-04-08,ZZBB,[SYNTHETIC] ZZBB Common Stock,Stock,Sale (Full),"$50,001 - $100,000",defense,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SP,2024-03-05,2024-03-29,ZZFF,[SYNTHETIC] ZZFF Exchange Traded Fund,ETF,Purchase,"$50,001 - $100,000",gold_mining,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SP,2024-04-10,2024-05-29,ZZCC,[SYNTHETIC] ZZCC Exchange Traded Fund,ETF,Purchase,"$1,001 - $15,000",technology,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SELF,2024-05-14,2024-12-31,ZZDD,[SYNTHETIC] ZZDD Put Options,Options,Purchase,"$1,001 - $15,000",financials,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SP,2024-05-21,2024-05-29,ZZCC,[SYNTHETIC] ZZCC Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",technology,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SP,2024-08-21,2024-10-10,ZZFF,[SYNTHETIC] ZZFF Common Stock,Stock,Purchase,"$1,001 - $15,000",gold_mining,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SELF,2024-08-28,2024-10-07,ZZAA,[SYNTHETIC] ZZAA Common Stock,Stock,Purchase,"$15,001 - $50,000",energy,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,SP,2024-09-25,2024-11-20,ZZEE,[SYNTHETIC] ZZEE Call Options,Options,Purchase,"$50,001 - $100,000",health_care,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,DC,2024-10-04,2024-12-31,ZZGG,[SYNTHETIC] ZZGG Put Options,Options,Sale (Full),"$15,001 - $50,000",semiconductors,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,JT,2024-10-14,2024-12-04,ZZII,[SYNTHETIC] ZZII Common Stock,Stock,Purchase,"$250,001 - $500,000",consumer_discretionary,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Foxtrot,house,JT,2024-10-28,2024-12-05,ZZII,[SYNTHETIC] ZZII Common Stock,Stock,Sale (Full),"$1,001 - $15,000",consumer_discretionary,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,SP,2019-07-03,2019-08-02,ZZEE,[SYNTHETIC] ZZEE Exchange Traded Fund,ETF,Purchase,"$1,000,001 - $5,000,000",health_care,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,SELF,2019-07-16,2019-08-08,ZZAA,[SYNTHETIC] ZZAA Put Options,Options,Purchase,"$15,001 - $50,000",energy,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,DC,2019-08-01,2019-08-22,ZZCC,[SYNTHETIC] ZZCC Common Stock,Stock,Purchase,"$1,001 - $15,000",technology,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,SELF,2019-09-09,2019-10-14,ZZGG,[SYNTHETIC] ZZGG Common Stock,Stock,Purchase,"$500,001 - $1,000,000",semiconductors,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,SELF,2019-09-19,2019-10-24,ZZFF,[SYNTHETIC] ZZFF Common Stock,Stock,Purchase,"$1,001 - $15,000",gold_mining,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,DC,2019-11-14,2020-01-06,ZZBB,[SYNTHETIC] ZZBB Put Options,Options,Purchase,"$1,001 - $15,000",defense,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,SP,2019-12-30,2021-01-18,ZZEE,[SYNTHETIC] ZZEE Common Stock,Stock,Sale (Full),"$100,001 - $250,000",health_care,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,DC,2020-01-30,2021-04-13,ZZII,[SYNTHETIC] ZZII Common Stock,Stock,Purchase,"$1,001 - $15,000",consumer_discretionary,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,SELF,2020-02-13,2020-03-09,ZZGG,[SYNTHETIC] ZZGG Call Options,Options,Purchase,"$15,001 - $50,000",semiconductors,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,DC,2020-02-27,2021-03-05,ZZBB,[SYNTHETIC] ZZBB Common Stock,Stock,Purchase,"$100,001 - $250,000",defense,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,SELF,2020-04-07,2020-05-01,ZZJJ,[SYNTHETIC] ZZJJ Call Options,Options,Purchase,"$250,001 - $500,000",real_estate,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,DC,2020-05-04,2020-05-07,ZZBB,[SYNTHETIC] ZZBB Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",defense,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,SELF,2020-07-09,2021-04-06,ZZGG,[SYNTHETIC] ZZGG Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",semiconductors,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,JT,2020-10-12,2020-11-24,ZZAA,[SYNTHETIC] ZZAA Common Stock,Stock,Purchase,"$500,001 - $1,000,000",energy,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,JT,2020-12-09,2021-02-09,ZZEE,[SYNTHETIC] ZZEE Common Stock - short sale,Stock,Sale,"$1,001 - $15,000",health_care,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,DC,2021-01-18,2021-02-02,ZZJJ,[SYNTHETIC] ZZJJ Common Stock - short sale,Stock,Sale,"$100,001 - $250,000",real_estate,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,SP,2021-02-22,2021-02-25,ZZHH,[SYNTHETIC] ZZHH Common Stock - short sale,Stock,Sale,"$15,001 - $50,000",utilities,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,JT,2021-06-10,2021-07-01,ZZHH,[SYNTHETIC] ZZHH Exchange Traded Fund,ETF,Purchase,"$250,001 - $500,000",utilities,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,SELF,2021-08-19,2021-09-20,ZZFF,[SYNTHETIC] ZZFF Common Stock,Stock,Purchase,"$15,001 - $50,000",gold_mining,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,DC,2021-09-09,2021-10-28,ZZCC,[SYNTHETIC] ZZCC Common Stock,Stock,Sale (Full),"$100,001 - $250,000",technology,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,DC,2021-10-25,2021-12-10,ZZBB,[SYNTHETIC] ZZBB Put Options,Options,Sale (Full),"$50,001 - $100,000",defense,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,SELF,2022-01-19,2022-02-21,ZZAA,[SYNTHETIC] ZZAA Call Options,Options,Purchase,"$1,001 - $15,000",energy,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,DC,2022-01-24,2022-02-15,ZZBB,[SYNTHETIC] ZZBB Put Options,Options,Purchase,"$1,001 - $15,000",defense,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,JT,2022-01-25,2022-03-22,ZZEE,[SYNTHETIC] ZZEE Common Stock - short sale,Stock,Purchase,"$1,001 - $15,000",health_care,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,JT,2022-03-04,2022-05-03,ZZAA,[SYNTHETIC] ZZAA Exchange Traded Fund,ETF,Purchase,"$1,001 - $15,000",energy,synthetic-fixture,fixtures/make_fixture.py
Synthetic Member Golf,senate,SELF,2022-05-03,2022-06-24,ZZGG,[SYNTHETIC] ZZGG Common Stock,Stock,Purchase,"$1,001 - $15,000",semiconductors,synthetic-fixture,fixtures/make_fixture.py
